Tree	Node A-upos	Node B-upos	Node C-upos	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
NOUN >nmod NOUN >nmod X	NOUN	NOUN	X	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=NOUN]; C [upos=X]; A -[nmod]-> B; A -[nmod]-> C; A << B; A << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DX%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
X <amod NUM <nummod NOUN	X	NUM	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=X]; B [upos=NUM]; C -[amod]-> A; C -[nummod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DX%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20C%20-%5Bamod%5D-%3E%20A%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
AUX <cop ADJ <amod NOUN	AUX	ADJ	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=AUX]; B [upos=ADJ]; C -[cop]-> A; C -[amod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DAUX%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20-%5Bcop%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod NOUN >nmod NOUN	NOUN	NOUN	NOUN	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=NOUN]; C [upos=NOUN]; A -[nmod]-> B; A -[nmod]-> C; A << B; A << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
CCONJ <cc NOUN >acl VERB	CCONJ	NOUN	VERB	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=CCONJ]; C [upos=VERB]; B -[cc]-> A; B -[acl]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20C%20%5Bupos%3DVERB%5D%3B%20B%20-%5Bcc%5D-%3E%20A%3B%20B%20-%5Bacl%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
PUNCT <punct PART <orphan NOUN	PUNCT	PART	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=PUNCT]; B [upos=PART]; C -[punct]-> A; C -[orphan]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20B%20%5Bupos%3DPART%5D%3B%20C%20-%5Bpunct%5D-%3E%20A%3B%20C%20-%5Borphan%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod NOUN >nmod PRON	NOUN	NOUN	PRON	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=NOUN]; C [upos=PRON]; A -[nmod]-> B; A -[nmod]-> C; A << B; A << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DPRON%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
X <cc ADP <case NOUN	X	ADP	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=X]; B [upos=ADP]; C -[cc]-> A; C -[case]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DX%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >conj (PUNCT <punct ADJ)	NOUN	PUNCT	ADJ	1	3.7	ABC	pattern {A [upos=NOUN]; C [upos=ADJ]; B [upos=PUNCT]; A -[conj]-> C; C -[punct]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DPUNCT%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bpunct%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
PART <advmod SCONJ <case NOUN	PART	SCONJ	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=PART]; B [upos=SCONJ]; C -[advmod]-> A; C -[case]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPART%5D%3B%20B%20%5Bupos%3DSCONJ%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (ADP <case ADV)	NOUN	ADP	ADV	1	3.7	ABC	pattern {A [upos=NOUN]; C [upos=ADV]; B [upos=ADP]; A -[nmod]-> C; C -[case]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
